timestamp,node_name,cpu_usage_percent,memory_usage_percent,cpu_cores,memory_bytes,pod_count,node_status,kubelet_version,container_runtime,os_image
2024-11-14 04:11:43,iot-node-3,1.22,37.27,0.012,1531834368.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:11:43,iot-node-4,0.97,36.12,0.01,1484759040.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:11:54,client-console,3.9,35.62,0.312,11988533248.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:11:54,fog-node-1,2.7,29.21,0.027,1198768128.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:11:54,fog-node-10,2.81,31.45,0.028,1292734464.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:11:54,fog-node-11,2.36,29.0,0.024,1189978112.0,3,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:11:54,fog-node-12,4.43,20.59,0.044,843616256.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:11:54,fog-node-13,2.63,27.51,0.026,1130815488.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:11:54,fog-node-14,3.1,23.28,0.031,955797504.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-14 04:11:54,fog-node-15,2.56,29.61,0.026,1215242240.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:11:54,fog-node-16,3.42,36.36,0.034,1486848000.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-14 04:11:54,fog-node-2,5.97,25.71,0.06,1053167616.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:11:54,fog-node-3,5.1,36.67,0.051,1507299328.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:11:54,fog-node-4,2.72,27.39,0.027,1126072320.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:11:54,fog-node-5,4.29,33.77,0.043,1388240896.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:11:54,fog-node-6,3.12,31.46,0.031,1292984320.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:11:54,fog-node-7,4.99,18.48,0.05,756891648.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-14 04:11:54,fog-node-8,3.43,27.81,0.034,1143005184.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:11:54,fog-node-9,3.48,28.84,0.035,1183285248.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:11:54,iot-node-1,0.72,17.15,0.007,703848448.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:11:54,iot-node-2,0.8,14.05,0.008,576573440.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:11:54,iot-node-3,0.8,37.28,0.008,1532239872.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:11:54,iot-node-4,1.07,36.12,0.011,1484722176.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:05,client-console,3.9,35.62,0.312,11988533248.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:05,fog-node-1,2.7,29.21,0.027,1198768128.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:05,fog-node-10,2.81,31.45,0.028,1292734464.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:12:05,fog-node-11,2.36,29.0,0.024,1189978112.0,3,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:05,fog-node-12,4.43,20.59,0.044,843616256.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:12:05,fog-node-13,2.63,27.51,0.026,1130815488.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:05,fog-node-14,3.1,23.28,0.031,955797504.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-14 04:12:05,fog-node-15,2.56,29.61,0.026,1215242240.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:05,fog-node-16,3.42,36.36,0.034,1486848000.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-14 04:12:05,fog-node-2,5.97,25.71,0.06,1053167616.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:12:05,fog-node-3,5.1,36.67,0.051,1507299328.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:12:05,fog-node-4,2.72,27.39,0.027,1126072320.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:05,fog-node-5,4.29,33.77,0.043,1388240896.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:12:05,fog-node-6,3.12,31.46,0.031,1292984320.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:12:05,fog-node-7,4.99,18.48,0.05,756891648.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-14 04:12:05,fog-node-8,3.43,27.81,0.034,1143005184.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:05,fog-node-9,3.48,28.84,0.035,1183285248.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:05,iot-node-1,0.72,17.15,0.007,703848448.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:05,iot-node-2,0.8,14.05,0.008,576573440.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:05,iot-node-3,0.8,37.28,0.008,1532239872.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:05,iot-node-4,1.07,36.12,0.011,1484722176.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:16,client-console,3.41,35.88,0.272,12075606016.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:16,fog-node-1,3.44,29.28,0.034,1201700864.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:16,fog-node-10,3.69,31.46,0.037,1292828672.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:12:16,fog-node-11,3.26,28.99,0.033,1189777408.0,3,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:16,fog-node-12,5.33,20.61,0.053,844390400.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:12:16,fog-node-13,4.2,27.5,0.042,1130516480.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:16,fog-node-14,4.21,23.3,0.042,956563456.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-14 04:12:16,fog-node-15,2.44,29.61,0.024,1215156224.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:16,fog-node-16,4.8,36.35,0.048,1486725120.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-14 04:12:16,fog-node-2,7.59,25.72,0.076,1053700096.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:12:16,fog-node-3,5.35,36.66,0.054,1506906112.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:12:16,fog-node-4,4.66,27.54,0.047,1132032000.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:16,fog-node-5,5.65,33.79,0.057,1388806144.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:12:16,fog-node-6,3.28,31.74,0.033,1304563712.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:12:16,fog-node-7,4.96,18.51,0.05,758452224.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-14 04:12:16,fog-node-8,5.34,27.82,0.053,1143693312.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:16,fog-node-9,5.27,28.85,0.053,1183940608.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:16,iot-node-1,0.9,17.14,0.009,703418368.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:16,iot-node-2,0.64,14.05,0.006,576438272.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:16,iot-node-3,0.85,37.26,0.009,1531654144.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:16,iot-node-4,1.01,36.11,0.01,1484283904.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:27,client-console,2.26,35.87,0.181,12075134976.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:27,fog-node-1,2.52,29.26,0.025,1200832512.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:27,fog-node-10,2.25,31.47,0.023,1293234176.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:12:27,fog-node-11,2.92,29.01,0.029,1190383616.0,3,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:27,fog-node-12,4.38,20.59,0.044,843579392.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:12:27,fog-node-13,3.1,27.47,0.031,1129103360.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:27,fog-node-14,2.7,23.28,0.027,955940864.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-14 04:12:27,fog-node-15,1.97,29.62,0.02,1215438848.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:27,fog-node-16,4.4,36.37,0.044,1487212544.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-14 04:12:27,fog-node-2,5.89,25.72,0.059,1053573120.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:12:27,fog-node-3,5.13,36.67,0.051,1507196928.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:12:27,fog-node-4,2.66,27.52,0.027,1131208704.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:27,fog-node-5,4.25,33.78,0.043,1388392448.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:12:27,fog-node-6,2.6,31.75,0.026,1304834048.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:12:27,fog-node-7,5.12,18.5,0.051,757784576.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-14 04:12:27,fog-node-8,3.73,27.82,0.037,1143500800.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:27,fog-node-9,3.48,28.86,0.035,1184161792.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:27,iot-node-1,0.64,17.14,0.006,703483904.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:27,iot-node-2,0.42,14.09,0.004,578256896.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:27,iot-node-3,1.62,37.27,0.016,1532178432.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:27,iot-node-4,0.97,36.11,0.01,1484140544.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:38,client-console,2.72,35.88,0.218,12076900352.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:38,fog-node-1,3.87,29.29,0.039,1201795072.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:38,fog-node-10,4.06,31.7,0.041,1302745088.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:12:38,fog-node-11,3.0,28.99,0.03,1189679104.0,3,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:38,fog-node-12,5.68,20.61,0.057,844484608.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:12:38,fog-node-13,3.52,27.49,0.035,1129816064.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:38,fog-node-14,4.72,23.31,0.047,956858368.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-14 04:12:38,fog-node-15,3.5,29.61,0.035,1215164416.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:38,fog-node-16,5.21,36.37,0.052,1487278080.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-14 04:12:38,fog-node-2,7.66,25.78,0.077,1056223232.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:12:38,fog-node-3,5.91,36.65,0.059,1506455552.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:12:38,fog-node-4,4.07,27.55,0.041,1132261376.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:38,fog-node-5,5.59,33.78,0.056,1388625920.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:12:38,fog-node-6,3.44,31.75,0.034,1304834048.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:12:38,fog-node-7,5.24,18.52,0.052,758550528.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-14 04:12:38,fog-node-8,4.47,27.85,0.045,1144815616.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:38,fog-node-9,4.4,28.94,0.044,1187438592.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:38,iot-node-1,0.62,17.14,0.006,703299584.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:38,iot-node-2,0.64,14.09,0.006,578256896.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:38,iot-node-3,0.9,37.26,0.009,1531506688.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:38,iot-node-4,0.79,36.11,0.008,1484173312.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:49,client-console,2.72,35.88,0.218,12076900352.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:49,fog-node-1,3.87,29.29,0.039,1201795072.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:49,fog-node-10,4.06,31.7,0.041,1302745088.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:12:49,fog-node-11,3.0,28.99,0.03,1189679104.0,3,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:49,fog-node-12,5.68,20.61,0.057,844484608.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:12:49,fog-node-13,3.52,27.49,0.035,1129816064.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:49,fog-node-14,4.72,23.31,0.047,956858368.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 24.04.1 LTS
2024-11-14 04:12:49,fog-node-15,3.5,29.61,0.035,1215164416.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:49,fog-node-16,5.21,36.37,0.052,1487278080.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 38 (Cloud Edition)
2024-11-14 04:12:49,fog-node-2,7.66,25.78,0.077,1056223232.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
2024-11-14 04:12:49,fog-node-3,5.91,36.65,0.059,1506455552.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:12:49,fog-node-4,4.07,27.55,0.041,1132261376.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:49,fog-node-5,5.59,33.78,0.056,1388625920.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,AlmaLinux 8.10 (Cerulean Leopard)
2024-11-14 04:12:49,fog-node-6,3.44,31.75,0.034,1304834048.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:12:49,fog-node-7,5.24,18.52,0.052,758550528.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Fedora Linux 40 (Cloud Edition)
2024-11-14 04:12:49,fog-node-8,4.47,27.85,0.045,1144815616.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:49,fog-node-9,4.4,28.94,0.044,1187438592.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:49,iot-node-1,0.62,17.14,0.006,703299584.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:49,iot-node-2,0.64,14.09,0.006,578256896.0,2,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:12:49,iot-node-3,0.9,37.26,0.009,1531506688.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:12:49,iot-node-4,0.79,36.11,0.008,1484173312.0,2,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:13:00,client-console,3.7,36.0,0.296,12116156416.0,10,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Ubuntu 20.04.6 LTS
2024-11-14 04:13:00,fog-node-1,2.26,29.27,0.023,1200955392.0,4,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:13:00,fog-node-10,1.97,31.71,0.02,1303150592.0,4,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Debian GNU/Linux 11 (bullseye)
2024-11-14 04:13:00,fog-node-11,1.8,29.01,0.018,1190309888.0,3,Ready,v1.30.6+k3s1,containerd://1.7.22-k3s1,Debian GNU/Linux 12 (bookworm)
2024-11-14 04:13:00,fog-node-12,4.37,20.59,0.044,843595776.0,3,Ready,v1.30.4+k3s1,containerd://1.7.20-k3s1,Fedora Linux 39 (Cloud Edition)
